"Season","Team","W","L","G_p","GS","CG","ShO","SV","ER","HR_p","BB_p","K_p","pWAR","G_h","AB","PA","H","1B","2B","3B","HR_h","R","RBI","BB_h","K_h","SB","hWAR","Age","WAR","Wins"
1981,"Dodgers",63,47,297,110,26,15,24,333,54,302,603,14.4,1442,3735,4171,982,748,132,20,82,448,426,329,544,73,17,26,31.4,63
1981,"Giants",56,55,322,111,8,3,33,368,57,393,561,7.3,1352,3477,3932,860,642,139,23,56,390,357,355,503,83,9.8,28,17.1,56
1981,"Indians",52,51,200,103,33,9,13,383,62,308,558,14.9,1186,3507,3952,922,712,150,21,39,431,397,343,379,119,3.8,28,18.7,52
1981,"Mariners",44,65,309,110,10,2,23,470,76,360,478,12.9,1314,3780,4201,950,700,148,13,89,426,406,329,553,100,8.1,26,21,44
1981,"Mets",40,62,321,105,7,1,22,354,72,324,462,4.4,1445,3323,3709,833,619,128,34,52,333,304,299,565,103,8.8,27,13.2,41
1981,"Orioles",59,46,238,105,25,7,23,386,83,347,489,6.8,1246,3516,3985,883,619,165,11,88,429,408,404,454,41,13.8,28,20.6,59
1981,"Padres",41,69,349,110,9,3,23,415,64,414,492,4.2,1452,3697,4119,950,716,170,34,30,376,344,307,519,82,9.5,26,13.7,41
1981,"Phillies",57,43,277,93,17,1,23,382,61,323,558,9.8,1480,3665,4143,1002,743,165,25,69,491,453,372,432,103,18.1,29,27.9,59
1981,"Pirates",45,54,269,103,11,4,25,364,59,336,475,7.9,1321,3298,3650,850,602,169,28,51,377,354,251,468,118,8.8,28,16.7,46
1981,"Rangers",57,48,246,105,23,10,18,354,66,322,488,9.5,1082,3517,3901,958,717,177,15,49,450,411,290,395,46,16.5,28,26,57
1981,"Red Sox",59,49,265,108,19,4,24,420,90,354,536,7.5,1110,3818,4279,1052,777,168,17,90,519,492,378,520,32,17.8,26.5,25.3,59
1981,"Reds",63,40,261,108,25,10,20,374,61,376,572,8.8,1344,3595,4076,964,688,189,24,63,456,421,371,543,57,18.5,26.5,27.3,66
1981,"Royals",50,49,222,100,24,4,24,346,71,257,384,8.8,1067,3504,3879,935,681,166,28,60,393,372,298,417,99,12.7,27,21.5,50
1981,"Tigers",60,49,255,109,33,6,22,381,83,373,476,8.6,1204,3505,4005,895,663,140,28,64,415,391,396,489,57,18.6,26,27.2,60
1981,"Twins",38,59,256,97,11,1,17,389,71,342,445,6.8,1133,3501,3835,838,621,138,36,43,361,331,265,482,32,-1.7,26,5.1,41
1981,"White Sox",53,48,260,103,19,6,23,346,71,322,496,8.6,1241,3603,4051,980,742,135,27,76,475,436,321,516,86,16.6,26,25.2,54
1981,"Yankees",49,39,228,86,13,0,30,251,53,248,523,13.3,1048,3213,3646,824,577,138,19,90,393,382,363,386,47,17.8,29,31.1,59
1982,"Angels",80,53,327,148,38,10,15,522,108,409,613,17.1,1690,5381,6181,1485,1013,263,24,185,788,748,601,738,50,33.9,31,51,93
1982,"Astros",64,76,369,135,33,10,30,479,76,429,756,10.8,1992,5399,5966,1337,980,235,48,74,567,532,434,820,140,15,28,25.8,77
1982,"Athletics",68,90,368,160,41,5,22,692,170,608,656,3.8,1815,5399,6101,1275,889,210,27,149,688,656,581,938,231,12.6,28,16.4,68
1982,"Blue Jays",78,84,382,162,41,9,25,633,147,493,776,17.4,1695,5061,5548,1333,945,246,45,97,611,557,369,675,117,9.5,26,26.9,78
1982,"Braves",81,68,407,159,15,5,50,565,117,441,754,14.3,2079,5387,6095,1382,1008,212,21,141,723,665,539,844,150,17.5,26,31.8,89
1982,"Brewers",78,55,338,126,30,4,47,535,128,410,612,10.3,1598,5703,6303,1593,1060,276,41,216,880,842,482,709,84,36.7,29,47,95
1982,"Cardinals",92,70,480,162,25,8,47,549,94,502,689,10.8,2187,5455,6198,1439,1081,239,52,67,685,632,569,805,200,27.8,27,38.6,92
1982,"Cubs",73,89,516,162,9,4,43,632,125,452,764,13.2,2086,5196,5756,1356,995,225,45,91,631,592,414,823,131,11.9,28.5,25.1,73
1982,"Dodgers",88,73,455,161,37,13,28,540,81,468,929,21.9,2201,5599,6308,1477,1088,220,32,137,689,651,519,794,151,26.5,26,48.4,88
1982,"Giants",86,71,472,159,18,3,45,570,106,454,792,11.4,2220,5491,6219,1392,1016,213,30,133,673,630,607,911,130,18.5,26,29.9,87
1982,"Indians",71,72,356,140,26,4,30,589,110,513,778,18.3,1677,5268,6040,1378,1029,214,28,107,654,614,639,605,149,14.3,27,32.6,78
1982,"Mariners",76,86,465,162,23,8,39,640,173,547,1002,21.5,1613,5286,5803,1348,944,250,31,123,614,578,427,765,128,7.2,25,28.7,76
1982,"Mets",64,94,412,161,15,3,37,605,115,572,736,6.1,2124,5305,5889,1308,973,215,26,94,588,547,448,967,137,7.7,27,13.8,65
1982,"Orioles",94,68,394,163,38,7,34,648,147,488,719,15,1853,5554,6322,1478,1013,259,27,179,774,735,634,794,49,30.7,28,45.7,94
1982,"Padres",72,75,403,144,19,5,40,515,122,453,703,6.7,2003,5422,5992,1398,1052,214,52,80,658,596,418,860,157,23,26,29.7,81
1982,"Phillies",83,65,374,158,38,10,29,534,80,439,950,22.1,2037,5287,5926,1375,1008,236,24,107,653,595,493,803,125,19.2,30,41.3,89
1982,"Pirates",76,67,411,134,17,2,38,545,99,479,821,11.4,1930,5217,5788,1436,1020,258,38,120,683,628,418,798,153,26.4,27,37.8,84
1982,"Rangers",57,87,355,141,30,3,24,615,120,422,653,12.5,1458,4713,5218,1191,883,176,24,108,526,496,397,679,46,6.3,28,18.8,64
1982,"Red Sox",89,73,376,162,23,8,33,653,155,478,816,14.8,1674,5596,6262,1536,1098,271,31,136,753,705,547,736,42,18.2,26,33,89
1982,"Reds",58,96,405,162,22,5,29,571,102,522,955,17.4,2169,5479,6100,1375,1031,228,34,82,545,496,470,817,131,5.7,26,23.1,61
1982,"Royals",87,71,370,162,16,5,45,627,156,450,635,8.5,1715,5629,6178,1603,1118,295,58,132,784,746,442,758,133,29.9,29,38.4,90
1982,"Tigers",83,77,378,161,45,5,27,604,168,546,720,11.1,1584,5151,5672,1380,967,219,39,155,669,628,421,735,92,26.4,26,37.5,83
1982,"Twins",55,94,362,154,24,4,25,674,183,578,761,2.7,1576,5266,5807,1371,954,227,43,147,630,610,447,850,37,16,26,18.7,60
1982,"White Sox",82,74,380,161,30,7,37,588,93,436,714,21.8,1820,5409,6062,1486,1049,259,49,129,769,728,520,851,136,18.3,27,40.1,87
1982,"Yankees",65,67,364,124,15,1,38,529,97,431,846,19.4,1302,4236,4749,1111,767,187,33,124,564,521,420,524,65,8.7,28,28.1,79
1983,"Angels",70,92,399,162,39,6,23,708,130,496,668,15.9,1717,5640,6294,1467,1050,241,22,154,722,682,509,835,41,12.3,30,28.2,70
1983,"Astros",85,77,423,162,22,8,48,562,94,570,904,12.7,1941,4954,5577,1266,906,217,47,96,578,573,473,774,129,22.9,28,35.6,85
1983,"Athletics",69,82,395,156,22,7,28,646,123,569,661,7.3,1942,5516,6188,1447,1061,237,28,121,708,662,524,872,235,20,26.5,27.3,74
1983,"Blue Jays",82,67,402,147,38,7,32,611,131,491,789,13,1811,5581,6213,1546,1053,268,58,167,795,749,510,810,131,28.3,26,41.3,89
1983,"Braves",84,68,447,150,18,4,48,555,125,514,857,14.1,2064,5424,6141,1477,1086,217,45,129,741,683,574,839,146,22.1,27,36.2,88
1983,"Brewers",87,72,351,160,35,7,42,628,132,470,663,9.9,1501,5081,5642,1440,1003,261,52,124,703,681,426,575,88,24.9,28,34.8,87
1983,"Cardinals",60,71,364,139,18,5,25,514,97,412,556,6.6,2150,5285,5944,1428,1045,245,58,80,642,607,518,828,205,25.4,26,32,79
1983,"Cubs",58,82,495,136,4,3,41,572,100,464,716,13.6,2209,5458,6072,1423,970,271,42,140,696,646,468,855,84,14.9,27,28.5,71
1983,"Dodgers",84,66,380,155,26,10,32,454,87,447,923,21,2093,5231,5899,1315,947,192,33,143,636,600,524,891,163,19.9,25,40.9,91
1983,"Giants",78,83,431,162,20,7,47,595,126,512,875,11.8,2015,5116,5848,1262,897,199,30,136,664,608,595,958,138,17.7,26.5,29.5,79
1983,"Indians",58,74,310,134,30,7,22,580,99,432,628,12.7,1458,4523,5151,1215,909,210,29,67,585,562,505,520,88,8,28,20.7,70
1983,"Mariners",52,89,414,132,21,7,39,563,118,506,830,14.5,1524,4441,4889,1063,741,203,27,92,455,450,362,688,83,-3.7,25,10.8,60
1983,"Mets",66,87,415,158,17,4,31,566,91,579,685,8.5,2025,4905,5392,1163,882,156,23,102,517,490,367,948,132,5.7,25,14.2,68
1983,"Orioles",98,64,387,162,36,9,38,588,130,452,774,17.2,1740,5216,5911,1425,963,272,26,164,775,728,585,724,58,28.4,28,45.6,98
1983,"Padres",65,73,372,152,22,4,33,527,132,463,761,7.9,1953,5176,5753,1304,991,196,32,85,611,542,433,749,179,16.9,27,24.8,81
1983,"Phillies",78,59,367,153,20,6,34,461,91,402,968,23.2,2035,5022,5760,1237,899,186,36,116,647,596,600,834,134,12.3,30,35.5,90
1983,"Pirates",84,78,452,162,25,11,41,577,109,563,1061,19.4,2070,5465,6104,1450,1065,236,29,120,653,611,494,865,122,19.3,27,38.7,84
1983,"Rangers",58,75,319,130,36,6,32,479,86,416,744,18,1719,5610,6162,1429,1048,242,33,106,639,587,442,767,119,13.5,27,31.5,77
1983,"Red Sox",78,84,363,162,29,5,42,698,158,493,767,10.9,1700,5590,6251,1512,1051,287,32,142,724,690,536,758,30,16.7,27,27.6,78
1983,"Reds",74,88,433,162,34,5,29,642,135,627,934,9.7,2076,5251,5967,1253,877,234,35,107,617,566,580,1002,154,13.4,26,23.1,74
1983,"Royals",72,73,367,140,16,0,49,613,123,423,535,8.1,1736,5598,6083,1515,1079,273,54,109,696,653,397,722,182,14.9,30,23,79
1983,"Tigers",82,64,310,151,41,6,23,549,151,481,804,13.2,1783,5457,6094,1493,1009,276,53,155,768,733,496,803,92,33.8,28,47,92
1983,"Twins",70,92,430,162,20,3,39,746,163,580,748,6.6,1628,5501,6058,1444,988,277,41,138,696,666,455,774,44,15,25.5,21.6,70
1983,"White Sox",99,63,405,162,35,9,48,592,128,447,877,20.6,1757,4852,5458,1279,847,243,36,153,715,694,475,783,137,22.6,27,43.2,99
1983,"Yankees",83,65,338,139,47,9,32,564,95,418,834,22.1,1535,5142,5738,1413,988,245,35,145,707,673,492,612,74,23.4,28.5,45.5,91
1984,"Angels",81,80,363,161,36,11,26,635,140,474,752,16.8,1732,5350,6033,1344,957,209,28,150,688,642,546,911,80,16.5,31,33.3,81
1984,"Astros",80,82,474,162,24,7,29,536,91,502,950,13.6,1990,5214,5841,1391,1039,208,67,77,673,609,474,801,105,23.3,28,36.9,80
1984,"Athletics",76,84,426,162,15,2,43,682,153,572,683,5.5,1957,5227,5894,1356,933,246,28,149,706,661,537,835,133,20.1,28,25.6,77
1984,"Blue Jays",89,73,413,163,34,7,33,627,140,521,872,15.8,1913,5687,6286,1555,1069,275,68,143,750,702,460,816,193,24.7,27,40.5,89
1984,"Braves",80,79,435,158,17,3,49,563,117,519,849,14.7,1914,4954,5591,1224,882,209,26,107,570,535,521,844,134,12.5,27.5,27.2,80
1984,"Brewers",66,94,438,161,13,2,41,647,137,477,781,12.9,1636,5511,6057,1446,1082,232,36,96,641,598,432,673,52,8.1,29,21,67
1984,"Cardinals",84,76,471,160,19,9,51,567,93,489,808,12.5,2022,5008,5622,1270,959,200,40,71,616,576,478,866,219,18.8,26,31.3,84
1984,"Cubs",57,44,312,99,10,2,47,395,67,286,524,11.6,2071,5194,5873,1349,947,228,44,130,724,674,544,932,149,20.9,28,32.5,96
1984,"Dodgers",79,83,420,162,39,13,27,515,76,499,1033,22,2219,5399,6042,1316,978,213,23,102,580,530,488,829,109,12,25,34,79
1984,"Giants",65,95,509,162,9,3,38,703,123,533,846,6.8,2157,5280,5900,1392,1046,210,24,112,653,612,506,949,124,16.2,27,23,66
1984,"Indians",65,69,401,126,17,5,33,545,119,436,659,10.4,1701,5236,5910,1393,1037,204,37,115,706,654,550,734,124,16.2,26,26.6,75
1984,"Mariners",68,83,435,148,26,4,34,651,126,578,935,16.2,1765,5391,6047,1398,999,238,34,127,671,619,507,844,113,9.8,25,26,74
1984,"Mets",79,61,402,135,12,6,50,496,90,495,921,12.8,2089,5308,5922,1365,1004,230,25,106,636,598,493,983,149,19.1,25.5,31.9,90
1984,"Orioles",85,77,370,162,48,11,32,594,137,512,714,13.1,1941,5420,6151,1364,949,232,23,160,681,644,620,878,51,24.8,29,37.9,85
1984,"Padres",88,68,415,161,13,7,43,546,116,528,775,8.7,2113,5496,6111,1422,1065,206,42,109,683,629,472,809,152,24.9,28,33.6,92
1984,"Phillies",67,68,403,133,8,2,35,480,78,377,797,15.8,2259,5519,6182,1465,1026,241,51,147,711,659,548,1075,185,30.4,30.5,46.2,81
1984,"Pirates",75,87,408,162,27,8,34,508,102,502,995,19.6,2046,5537,6119,1412,1044,237,33,98,615,586,438,841,96,17.5,27,37.1,75
1984,"Rangers",65,88,318,155,38,3,21,576,138,475,803,12.8,1685,5448,5955,1418,1047,225,28,118,636,609,398,789,78,7.8,28,20.6,69
1984,"Red Sox",82,72,354,153,38,11,32,636,131,504,894,15.1,1602,5209,5779,1476,1025,238,43,170,759,700,476,804,36,24.8,26,39.9,86
1984,"Reds",66,81,424,148,25,4,23,595,119,511,837,8.9,2057,5068,5702,1223,882,213,30,98,578,537,509,924,151,7.4,26,16.3,70
1984,"Royals",84,78,376,162,18,4,50,629,136,433,724,14,1748,5298,5801,1426,1012,252,50,112,646,607,387,815,106,21.6,27.5,35.6,84
1984,"Tigers",102,56,383,160,19,4,51,534,123,464,875,19.3,1875,5644,6375,1529,1042,254,46,187,829,788,602,941,106,35.6,27.5,54.9,104
1984,"Twins",81,81,411,162,32,6,38,616,159,463,713,10.7,1664,5491,6027,1463,1058,258,33,114,670,631,430,716,39,20.8,26,31.5,81
1984,"White Sox",70,86,354,162,43,6,30,627,145,450,796,14.2,2024,5360,5979,1335,908,221,38,168,664,623,501,846,108,15.6,28,29.8,74
1984,"Yankees",83,70,431,145,15,3,43,576,117,478,944,20.4,1682,5452,6129,1510,1089,267,31,123,741,699,519,638,60,21.5,28,41.9,87
1985,"Angels",74,61,323,137,21,4,40,535,146,429,648,11.9,1760,5248,6053,1318,936,205,30,147,704,659,637,873,106,21.5,28,33.4,90
1985,"Astros",74,67,412,130,13,2,42,506,98,444,792,9.2,2040,5439,6033,1422,1009,253,41,119,686,652,461,858,93,22.6,27,31.8,83
1985,"Athletics",62,71,421,122,9,0,41,595,147,543,686,4.2,1796,5581,6215,1475,1056,230,34,155,757,690,508,861,117,21.5,27,25.7,77
1985,"Blue Jays",99,62,477,161,18,3,47,532,147,484,823,17.1,1721,5081,5647,1379,910,269,50,150,712,665,476,755,142,29.1,27.5,46.2,99
1985,"Braves",66,96,513,162,9,3,29,682,134,642,776,5.9,2256,5526,6208,1359,992,213,28,126,632,598,553,849,72,8.7,27.5,14.6,66
1985,"Brewers",71,90,409,161,34,5,37,703,175,499,777,7.8,1622,5568,6158,1467,1072,250,44,101,690,636,462,746,69,9.2,28.5,17,71
1985,"Cardinals",100,57,432,161,37,17,42,488,95,434,788,17.8,2065,5295,5985,1388,1012,239,56,81,718,661,566,826,297,32.6,27.5,50.4,101
1985,"Cubs",77,81,470,158,20,6,42,649,152,513,813,12.1,2171,5297,5965,1349,942,233,24,150,673,627,551,917,177,17.6,28,29.7,77
1985,"Dodgers",94,66,393,162,37,16,33,477,100,457,968,20.6,1943,4794,5434,1241,903,194,23,121,605,543,482,748,116,25.6,26,46.2,95
1985,"Giants",57,87,445,142,13,4,24,525,111,527,933,13.9,2032,5082,5691,1194,847,204,31,112,524,488,465,913,99,9.6,26,23.5,62
1985,"Indians",44,85,421,127,9,1,28,660,144,458,532,3.1,1791,5507,6100,1462,1061,254,31,116,729,687,492,811,132,7.9,26,11,60
1985,"Mariners",73,86,473,162,23,5,29,727,150,616,851,13.9,1734,5521,6185,1410,924,277,38,171,719,686,564,942,94,17,26,30.9,74
1985,"Mets",98,64,405,162,32,12,37,514,111,515,1039,20,2013,5414,6102,1390,988,235,34,133,679,638,538,856,116,25.3,27,45.3,98
1985,"Orioles",83,78,399,161,32,6,33,694,160,568,793,10.9,1829,5219,5877,1366,911,223,18,214,775,752,575,892,39,25.6,28,36.5,83
1985,"Padres",83,79,445,162,26,10,44,549,127,443,727,14.1,2052,5424,6060,1393,1017,240,27,109,639,610,507,797,50,20.9,28,35,83
1985,"Phillies",70,76,410,162,24,7,15,563,111,563,859,11.5,2131,5236,5862,1285,878,225,46,136,641,595,508,1066,121,13.6,27,25.1,75
1985,"Pirates",53,92,318,157,15,2,12,543,84,498,791,14.4,1735,4184,4695,1015,759,178,22,56,413,391,391,663,87,6.3,28,20.7,57
1985,"Rangers",60,85,362,143,18,3,27,606,143,438,739,10.8,1518,4621,5172,1186,860,181,37,108,539,479,451,725,125,8.5,27.5,19.3,62
1985,"Red Sox",76,76,349,153,34,5,28,625,121,500,869,18.8,1721,5688,6383,1609,1126,291,31,161,797,757,560,812,65,27.4,27,46.2,81
1985,"Reds",89,72,449,162,24,7,45,598,131,535,910,14.5,1853,4505,5105,1170,847,198,30,95,584,515,480,708,148,20,28,34.5,89
1985,"Royals",91,71,375,162,27,9,40,560,102,459,844,25,1692,4982,5522,1252,827,237,42,146,601,604,429,763,88,12.1,28,37.1,91
1985,"Tigers",71,68,367,136,27,7,40,525,123,493,792,14.8,1810,5524,6168,1400,902,252,44,202,727,701,526,923,75,25,28,39.8,84
1985,"Twins",66,74,337,148,32,5,33,631,145,401,633,10.9,1804,5509,6128,1453,989,282,41,141,705,678,502,779,68,19.4,26,30.3,77
1985,"White Sox",82,71,439,150,20,6,39,601,149,503,950,16.9,1889,5230,5820,1321,902,238,36,145,702,671,448,808,101,10.2,26,27.1,85
1985,"Yankees",93,63,403,158,25,5,47,566,151,487,870,17.6,1674,5392,6168,1445,972,268,30,175,827,789,619,755,154,32.1,27.5,49.7,97
1986,"Angels",88,64,394,150,29,8,40,576,144,449,924,20.4,1732,5433,6297,1387,948,236,36,167,786,743,671,860,109,29.5,28,49.9,92
1986,"Astros",84,53,361,142,17,11,47,428,96,442,1015,16.8,2066,5297,5931,1353,958,241,31,123,637,597,519,899,154,24.7,28,41.5,96
1986,"Athletics",66,79,406,145,18,3,37,615,149,591,827,6.7,1761,5435,6127,1370,969,213,25,163,731,683,553,983,139,23.3,26.5,30,76
1986,"Blue Jays",72,65,393,125,13,7,44,544,137,419,865,15.8,1866,5716,6318,1540,1039,285,35,181,809,767,496,848,110,22.8,26,38.6,86
1986,"Braves",57,67,399,115,13,2,39,470,87,483,758,11.7,2035,4945,5592,1219,863,214,21,121,561,529,503,834,77,6.4,28,18.1,72
1986,"Brewers",69,73,337,146,24,9,31,552,130,435,842,16,1549,5237,5859,1352,948,247,37,120,638,611,490,927,96,7.2,26.5,23.2,77
1986,"Cardinals",79,82,448,161,17,0,46,551,135,485,761,8.7,2009,5093,5803,1209,910,203,47,49,571,507,538,846,260,17.9,27,26.6,79
1986,"Cubs",54,68,340,145,10,3,40,571,110,450,768,13.6,2093,5311,5903,1351,929,248,25,149,637,612,476,940,115,7.6,28.5,21.2,70
1986,"Dodgers",73,89,442,162,35,7,25,608,115,499,1051,17.6,2288,5471,6101,1373,997,232,14,130,638,599,478,966,155,11.3,27,28.9,73
1986,"Giants",82,76,502,156,18,3,35,528,117,575,974,13.8,2172,5380,6075,1362,962,260,29,111,683,612,520,1067,148,25.4,26,39.2,83
1986,"Indians",80,67,428,143,28,5,34,670,153,558,704,6.6,1714,5702,6288,1620,1148,270,45,157,831,775,456,944,141,20.4,27,27,84
1986,"Mariners",61,88,390,155,32,2,22,690,144,540,857,15.3,1240,4137,4678,1053,717,181,28,127,561,528,451,885,85,4.1,27,19.4,67
1986,"Mets",108,54,413,162,27,7,46,513,103,509,1082,20.8,1975,5267,6021,1393,978,252,30,133,745,685,598,904,116,32.7,26,53.5,108
1986,"Orioles",73,89,420,162,17,2,39,683,177,533,952,14.5,1806,5524,6203,1425,1020,223,13,169,708,669,563,862,64,17.1,28,31.6,73
1986,"Padres",68,67,424,131,11,3,32,495,121,485,768,7.2,2355,5512,6115,1442,1042,239,25,136,656,629,484,916,96,17.2,26,24.4,74
1986,"Phillies",79,64,423,145,22,4,38,541,111,485,780,11.6,2029,5383,6115,1360,906,262,38,154,728,686,578,1137,151,21.2,27,32.8,86
1986,"Pirates",63,95,509,161,17,4,29,614,136,553,913,10.6,2136,5171,5819,1299,895,265,30,109,617,593,514,865,145,20.1,26,30.7,64
1986,"Rangers",87,73,461,157,15,5,38,634,142,707,1031,12.4,1750,5423,6036,1456,987,245,42,182,761,718,507,1065,100,20.7,26,33.1,87
1986,"Red Sox",86,55,381,135,35,5,41,541,149,414,925,16.4,1523,5007,5700,1379,927,296,17,139,719,710,545,634,32,21.8,28,38.2,95
1986,"Reds",86,76,475,162,14,6,45,640,136,524,924,15.2,2195,5536,6246,1404,988,237,35,144,732,670,586,920,177,17.6,28,32.8,86
1986,"Royals",76,85,379,162,24,8,30,602,119,469,873,19.8,1737,5344,5899,1359,930,255,44,130,632,598,463,888,97,12.4,29,32.2,76
1986,"Tigers",80,68,338,150,33,10,33,573,160,511,815,10.4,1660,5320,6063,1400,954,228,30,188,775,724,601,847,134,32.2,29,42.6,87
1986,"Twins",58,62,231,134,35,5,4,530,148,332,705,9.6,1807,5530,6150,1446,954,257,39,196,741,700,501,976,81,15.4,26,25,71
1986,"White Sox",61,73,383,126,16,4,38,531,116,439,723,12.9,1369,4054,4491,1003,741,148,23,91,484,448,339,665,93,8.9,27,21.8,72
1986,"Yankees",81,69,413,158,13,3,58,607,164,446,817,13.2,1423,4544,5201,1232,816,233,21,162,683,631,569,735,124,26.4,29,39.6,90
1987,"Angels",58,72,327,126,19,2,26,572,175,435,795,10,1545,4807,5445,1200,811,211,25,153,673,599,508,822,121,17.3,27.5,27.3,75
1987,"Astros",76,86,478,162,13,4,33,616,141,525,1137,18.1,2151,5349,6000,1360,980,233,28,119,632,588,517,904,161,12.5,28,30.6,76
1987,"Athletics",77,72,418,153,18,2,39,649,164,482,963,15.2,1718,5273,5964,1371,895,248,32,196,771,742,563,1014,136,20.6,27,35.8,81
1987,"Blue Jays",91,59,460,152,18,3,42,559,147,523,994,20.1,1822,5458,6102,1471,957,268,36,210,835,760,543,942,124,28.2,25,48.3,96
1987,"Braves",52,70,403,134,13,4,22,603,123,502,692,8.7,2048,5409,6206,1399,939,284,24,152,743,695,640,830,135,14,28,22.7,69
1987,"Brewers",91,71,444,162,28,5,45,752,169,529,1039,20,1694,5625,6370,1552,1071,272,46,163,862,832,598,1040,176,17.6,26,37.6,91
1987,"Cardinals",90,64,472,159,10,4,47,595,118,505,828,14.7,2121,5440,6232,1436,1044,249,49,94,792,739,637,917,247,22.2,27,36.9,95
1987,"Cubs",62,75,391,142,8,2,46,619,142,526,890,12.7,2205,5541,6151,1464,981,241,33,209,717,675,500,1053,109,11.2,28.5,23.9,76
1987,"Dodgers",70,77,393,142,28,6,31,533,119,504,990,16.3,1965,4617,5115,1165,850,194,23,98,529,494,373,752,106,6,27,22.3,73
1987,"Giants",55,45,255,114,11,4,14,375,100,322,631,9.5,1920,5047,5626,1319,859,248,30,182,703,658,461,978,113,22.7,27.5,32.2,90
1987,"Indians",47,75,384,126,19,4,21,651,175,470,678,3.4,1624,5313,5888,1406,946,255,29,176,703,661,464,928,133,10.6,28,14,61
1987,"Mariners",78,84,407,162,39,6,33,711,198,493,904,18.1,1667,5389,6010,1471,984,281,48,158,750,702,485,841,174,16.6,26,34.7,78
1987,"Mets",90,70,467,159,16,5,51,613,134,507,1022,17.1,2087,5541,6266,1486,976,284,34,192,814,767,583,994,158,30.8,26,47.9,92
1987,"Orioles",61,84,395,146,13,5,17,721,206,489,783,6.9,1672,5544,6151,1431,982,219,20,210,725,698,523,926,69,14,29,20.9,67
1987,"Padres",46,70,315,125,11,5,28,475,124,411,608,6.7,1933,5033,5706,1325,979,199,47,100,632,570,542,892,195,19.2,26,25.9,65
1987,"Phillies",76,77,487,156,13,5,48,612,153,532,820,9.1,2219,5289,5989,1339,878,242,51,168,687,642,574,1078,111,19.8,27,28.9,80
1987,"Pirates",64,67,364,137,16,7,10,578,145,491,735,6.7,1665,4170,4706,1103,739,217,40,107,568,516,417,728,121,23.3,24,30,80
1987,"Rangers",75,85,482,156,20,0,27,725,193,738,1082,9.6,1881,5564,6248,1478,985,264,35,194,823,772,567,1081,120,14.5,25,24.1,75
1987,"Red Sox",78,84,397,162,48,13,16,763,190,517,1034,15.9,1378,4722,5377,1341,922,246,25,148,720,672,528,702,70,21.7,26,37.6,78
1987,"Reds",68,61,490,121,4,1,43,540,130,416,771,12.4,2236,5549,6184,1476,994,262,29,191,782,745,513,922,169,21.3,28,33.7,84
1987,"Royals",83,79,371,162,44,11,18,596,122,541,919,21.3,1636,5278,5889,1392,957,231,40,164,697,644,511,998,125,16.2,29,37.5,83
1987,"Tigers",89,64,394,151,30,5,29,635,177,536,932,15.7,1698,4971,5679,1377,899,248,30,200,805,745,597,811,99,31.1,29.5,46.8,98
1987,"Twins",77,62,393,136,16,2,39,610,184,478,886,10.9,1712,5236,5859,1372,895,250,35,192,768,706,506,864,113,16.5,27,27.4,85
1987,"White Sox",71,75,403,140,27,7,37,625,176,480,723,7.9,1616,5384,5986,1390,916,272,36,166,723,683,468,943,136,22.7,27,30.6,77
1987,"Yankees",71,51,356,104,15,3,47,497,122,387,686,12.4,1640,5183,5857,1360,928,227,16,189,761,712,576,894,102,21.9,28,34.3,89
1988,"Angels",75,87,424,162,26,6,33,698,135,568,817,13.1,1737,5449,6067,1426,1018,253,31,124,701,643,459,807,83,16,27,29.1,75
1988,"Astros",81,76,440,156,21,10,40,538,121,472,1035,10.8,1977,5006,5600,1221,890,215,28,88,572,514,439,783,196,13.8,30,24.6,82
1988,"Athletics",104,58,452,162,22,4,64,569,116,553,983,17.9,1870,5602,6356,1474,1045,251,22,156,800,752,580,926,129,31.2,27,49.1,104
1988,"Blue Jays",87,75,456,162,16,7,47,612,143,528,904,10.8,1745,5557,6194,1491,1015,271,47,158,763,706,521,935,107,29,27,39.8,87
1988,"Braves",54,105,476,158,14,3,25,654,108,517,805,10.8,1864,4693,5185,1128,818,198,24,88,483,448,371,776,90,2.9,28.5,13.7,54
1988,"Brewers",87,75,414,162,30,6,51,555,125,437,832,17.8,1534,4973,5515,1289,927,233,25,104,628,579,414,812,147,17.7,26,35.5,87
